가맹점명,도로명주소,지번주소,위도,경도,데이터기준일자
미투,부산 부산진구 중앙대로 767 (부전동),,35.16089668,129.0612411,2024-09-30
정꽃님음악학원,"부산 북구 금곡대로 224 주상가동 405호 ,406,407호 (화명동)",,35.22830452,129.0126633,2024-09-30
현대낚시,부산 해운대구 해운대로 1086 (송정동),,35.18223101,129.2002607,2024-09-30
민스영어학원,부산 금정구 수림로66번길 100 2층 (구서동),,35.24392831,129.087056,2024-09-30
샵원,부산 중구 구덕로 12-1 지하 34호 (남포동1가),,35.09797919,129.0341561,2024-09-30
동아 복싱 다이어트클럽,"부산 동래구 명륜로187번길 38 ,2층 (명륜동)",,35.21099539,129.0806305,2024-09-30
사진을찍다,부산 금정구 중앙대로1793번길 42 (부곡동),,35.24301447,129.0914386,2024-09-30
서진헤어,부산 사하구 괴정로57번길 13 (하단동),,35.10282794,128.9711264,2024-09-30
오륙도8호,부산 해운대구 해운대해변로 236 (우동),,35.15848423,129.1572376,2024-09-30
그리지오미술학원,부산 기장군 정관읍 정관로 387 203호,,35.32811913,129.1927482,2024-09-30
태산한의원,부산 연제구 중앙대로 1108 (연산동),,35.18687237,129.0818587,2024-09-30
디엔에스 짐스,부산 해운대구 명장로67번길 131 2층 (반여동),,35.20442973,129.1167402,2024-09-30
37st동삼동,부산 영도구 동삼로 37 2층 (동삼동),,35.07682725,129.0710271,2024-09-30
베어 도자기(BEAR CERAMIC),"부산 해운대구 센텀동로 26 1층 A-103 (우동,한화꿈에그린센텀)",,35.17222246,129.1323485,2024-09-30
노나,부산 연제구 안연로8번길 1 (연산동),,35.18837526,129.1011045,2024-09-30
동래불족발,부산 동래구 충렬대로249번길 13 (수안동),,35.20194722,129.0864735,2024-09-30
브로(Bro),부산 부산진구 동평로405번길 97 1층 카페브로 (양정동),,35.17771927,129.072186,2024-09-30
에스제이(SJ)푸드,부산 기장군 정관읍 정관로 513 상가동 1층 101호 (정관신도시계룡리슈빌),,35.32619564,129.171944,2024-09-30
명성초장집,"부산 수영구 광안해변로15번길 77, 지하1층 (남천동)",,35.1391591,129.1090435,2024-09-30
GS25대연용소점,부산 남구 수영로250번길 11-2 (대연동),,35.13478404,129.094555,2024-09-30
에스엠(SM),"부산 부산진구 중앙대로 지하 717 대현프리몰 2-53,3-53호(부전동)",,35.15523634,129.059137,2024-09-30
조이풀,"부산 연제구 고분로 270 상가동 지하 102호 (연산동,수영강푸르지오아파트)",,35.18418305,129.1120272,2024-09-30
베베아또,"부산 금정구 수림로72번길 21 212동 103호 (장전동,금정산2차쌍용예가아파트)",,35.24045684,129.0841749,2024-09-30
대찬육회,부산 연제구 쌍미천로151번길 50 (연산동),,35.18626343,129.0844309,2024-09-30
통통낙지마당,부산 사하구 다대로 665 1층 (다대동),,35.0473047,128.9683962,2024-09-30
컴포즈동아대점,부산 서구 동대로 28-6 1층 (동대신동3가),,35.11875534,129.0183469,2024-09-30
쌀통닭,부산 연제구 쌍미천로 18 (연산동),,35.17524604,129.0917165,2024-09-30
민캠프,부산 기장군 일광면 기장대로 1075-6 ,,35.28985149,129.2345217,2024-09-30
케이지모빌리티 영도서비스프라자,"부산 영도구 해양로 74 (청학동, 쌍용자동차영도서비스프라자)",,35.09633383,129.0628155,2024-09-30
팜앤커피(팜&커피),부산 금정구 금강로380번길 42 1층 (구서동),,35.24354048,129.0880836,2024-09-30
벨톤보청기,부산 동래구 충렬대로 231 (수안동),,35.20176491,129.0846921,2024-09-30
이흥용과자점,부산 금정구 부산대학로63번길 30 (장전동),,35.23028247,129.0839295,2024-09-30
박수영피부샵,부산 북구 덕천2길 103 1층 (덕천동),,35.21033821,129.0107045,2024-09-30
피엔비푸드,"부산 기장군 정관읍 정관로 560 ,1층 116호 (마치빌딩)",,35.32135187,129.1750853,2024-09-30
아모레카운셀러,"부산 부산진구 중앙대로 808 6층 (전포동,금정빌딩)",,35.16350309,129.0641618,2024-09-30
아모레카운셀러,부산 연제구 거제3동 721-3 대진빌딩 6층,,35.17691575,129.0682561,2024-09-30
춘복반점 짬뽕집,"부산 남구 전포대로77번길 28 ,1층 (문현동)",,35.14388031,129.0651241,2024-09-30
(주)제주스토리투어,"부산 남구 용소로40번길 11 5층 (대연동, 청해빌딩)",,35.13372218,129.1003233,2024-09-30
창해수산,부산 사하구 다대동로 20 1층 1002호 (다대동),,35.05514541,128.9719748,2024-09-30
#뒷고기회관,부산 동래구 충렬대로181번길 60 (명륜동),,35.2064754,129.0800763,2024-09-30
매일우유사하유기농DS대리점,부산 사하구 동매로 64 (하단동),,35.10285763,128.9651599,2024-09-30
카페코지,부산 중구 충장대로9번길 47-1 (중앙동4가),,35.10957129,129.0383614,2024-09-30
더벤티서면롯데점,부산 부산진구 가야대로784번길 39 (부전동),,35.15563878,129.057441,2024-09-30
형제전통돼지국밥,부산 해운대구 구남로 39 (중동),,35.16082328,129.1614746,2024-09-30
포차7080,부산 사하구 장림시장5길 73 (장림동),,35.08062225,128.9671126,2024-09-30
정읍한우직판장,부산 영도구 절영로 150 (영선동4가),,35.08314427,129.0412608,2024-09-30
마틸다,부산 부산진구 중앙대로 717 지하 3열 30호 서면지하도상가서면몰,,35.15523634,129.059137,2024-09-30
엄지척닷컴,부산 사상구 대동로 156 (학장동),,35.14135968,128.9838202,2024-09-30
통합사고력교육센터 지혜의숲대연학원,"부산 남구 수영로 345 115동 302호 (대연동,대연힐스테이트푸르지오)",,35.13998175,129.1038533,2024-09-30
포항상회,부산 중구 용미길10번길 4-1 (남포동1가),,35.09708418,129.0344628,2024-09-30
포도나무면가,"부산 해운대구 선수촌로 74-15 1층 2층 3층 (반여동, 준호빌딩)",,35.20037952,129.1199902,2024-09-30
디딤돌러닝스쿨학원,부산 부산진구 복지로 85 2층 (개금동),,35.14552492,129.0196575,2024-09-30
블루문모텔,부산 수영구 광안로62번길 38 (광안동),,35.15326958,129.1174556,2024-09-30
레아,부산 남구 고동골로4번길 11 지하1층 (문현동),,35.13750337,129.0717126,2024-09-30
지혜문구,부산 동래구 연안로51번길 106 1층 (안락동),,35.19431406,129.1022389,2024-09-30
아모레,"부산 사하구 사하로 163 5층 (괴정동,세림빌딩)",,35.09649012,128.9934582,2024-09-30
광명한의원,부산 금정구 금사로 118 1층 (금사동),,35.22273727,129.1137509,2024-09-30
금오유비끼,부산 해운대구 센텀중앙로 90 큐비E센텀 217호 (재송동),,35.17547729,129.1264655,2024-09-30
GS25사상감전점,부산 사상구 낙동대로 910 ,,35.14137668,128.9705532,2024-09-30
피자 알볼로 하단점,"부산 사하구 하신중앙로 336 1층 102호 (하단동,시우스빌딩)",,35.10523108,128.9670745,2024-09-30
감성수학교습소,부산 북구 은행나무로 11 E동 201호 (만덕동),,35.20849567,129.037743,2024-09-30
새부산요양보호사교육원,부산 사하구 다대로 257 2층 (장림동),,35.07932023,128.9777117,2024-09-30
너희집,"부산 수영구 감포로88번길 5 ,1층 (민락동)",,35.16640151,129.1185685,2024-09-30
동래얼쑤김밥,부산 동래구 명륜로94번길 32 (수안동),,35.20370847,129.08407,2024-09-30
탐(TOM),부산 중구 광복로43번길 16 (신창동2가),,35.10066735,129.0296931,2024-09-30
화승원예자재,부산 기장군 철마면 임기리 939번지,,35.31446445,129.1123804,2024-09-30
두번째술집,부산 남구 용소로8번길 34 1동 1층 1-2호 (대연동),,35.13593666,129.0986633,2024-09-30
오케이(OK)성형외과의원,"부산 부산진구 부전로66번길 42 ,1층,2층 (부전동)",,35.15580504,129.0569822,2024-09-30
"성희추어탕,아구찜",부산 연제구 거제천로255번길 52 (거제동),,35.19432485,129.0850981,2024-09-30
써브웨이 광안비치점,부산 수영구 광안해변로 239 1층 (민락동),,35.15477739,129.1201103,2024-09-30
은행나무한의원,"부산 북구 은행나무로 4 ,2층 (만덕동)",,35.2091033,129.0373114,2024-09-30
킨사이,부산 북구 만덕대로16번길 28 (구포동),,35.20921323,129.0072529,2024-09-30
부산가구 내가찾는가구백화점,"부산 기장군 장안읍 정관로 1130 ,2,3,4층",,35.32155333,129.2343991,2024-09-30
육회장군,부산 북구 덕천1길 38 (덕천동),,35.20993162,129.0075803,2024-09-30
사직점 굽네치킨,부산 동래구 사직북로28번길 6 (사직동),,35.1983287,129.0605205,2024-09-30
GS25대신한빛점,부산 서구 꽃마을로 45 (서대신동3가),,35.1180355,129.0117447,2024-09-30
씨유연산점,"부산 연제구 과정로 322 (연산동,1층)",,35.18957882,129.0926332,2024-09-30
분홍오리,부산 금정구 서동로103번길 23 1층 (서동),,35.21765571,129.0987324,2024-09-30
컴포즈커피당리점,부산 사하구 낙동대로 407-1 A동101호(당리동),,35.10312305,128.9736637,2024-09-30
고려물류,부산 강서구 대저로197번길 21 (대저1동),,35.2156994,128.9747335,2024-09-30
문경상회,부산 중구 용미길8번길 8-2 (남포동1가),,35.09746582,129.0341057,2024-09-30
로제커피,부산 금정구 장전1동 130-25 리진타워1층101호,,35.23795042,129.0842404,2024-09-30
반찬왕과칠첩공주,부산 동래구 사직로70번길 76 (사직동),,35.19861767,129.0573726,2024-09-30
황가,부산 부산진구 가야대로 492 (개금동),,35.1528919,129.025753,2024-09-30
우리횟집,부산 연제구 토현로 10 (주공A상가) 주공아파트상가 나동 110호,,35.17851321,129.1110606,2024-09-30
씨유동의대학생회관점,"부산 부산진구 엄광로 176 2층 (가야동,동의대학교수덕전)",,35.14431978,129.036312,2024-09-30
남경상회,부산 서구 충무동1가 34-6,,35.09444299,129.0249317,2024-09-30
다온요양병원,부산 수영구 남천서로20번길 49 (남천동),,35.14601118,129.1069088,2024-09-30
더예쁘다,부산 금정구 중앙대로2035번길 31 102호 (남산동),,35.26617724,129.0907275,2024-09-30
온천장그집,"부산 동래구 금강공원로20번길 76 , 1층 201호 (온천동)",,35.22219189,129.0835032,2024-09-30
자매쌀롱,부산 부산진구 양지로 4 2층 (양정동),,35.17001064,129.0693293,2024-09-30
킹마트 명서점,부산 동래구 반송로341번길 12 (명장동),,35.21026315,129.1038166,2024-09-30
블루닷라운지 구서점 독서실,"부산 금정구 금샘로 369 3층 (구서동, 영남빌딩)",,35.25604028,129.0843277,2024-09-30
주례옛집뭉티기,부산 사상구 학장로 330 (주례동),,35.14972508,129.0002626,2024-09-30
닭발무라,부산 연제구 연수로225번길 4 1층 (연산동),,35.17377907,129.0954514,2024-09-30
라피네필라테스&번지,부산 북구 덕천로 237-1 3층 (만덕동),,35.21083116,129.0302604,2024-09-30
오뉴헤어,부산 금정구 부산대학로64번길 94-5 1층 (장전동),,35.23564689,129.0858027,2024-09-30
헤어스케치,"부산 금정구 중앙대로1685번길 22 제상가12동 1층 105호 (부곡동,경남한신아파트)",,35.23516146,129.0906631,2024-09-30
동일상회,부산 동구 범일2동 290부산진시장2층메리야스부87-88호,,35.13642685,129.0588381,2024-09-30
아이스크림,"부산 사상구 광장로 7 2층 2288호(괘법동, 르네시떼)",,35.16433176,128.9777197,2024-09-30
(주)푸드웨이,"부산 영도구 동삼1동 628-1,2",,35.07163803,129.0573635,2024-09-30
가마골추어탕,부산 부산진구 가야공원로 59 (가야동),,35.14802243,129.0302243,2024-09-30
우리들약국,부산 서구 대티로 180 (서대신동2가),,35.11038929,129.009862,2024-09-30
박약국,부산 동래구 명륜로187번길 53 (명륜동),,35.21110228,129.0797642,2024-09-30
줄리엣헤어샵,부산 동래구 충렬대로459번길 42 (안락동),,35.19653038,129.1102411,2024-09-30
합천상회,부산 중구 자갈치로 42 (남포동5가),,35.09671891,129.0286673,2024-09-30
아모레카운셀러,"부산 동구 중앙대로 313 603호(초량동, 세정연합빌딩)",,35.12459949,129.044433,2024-09-30
씨유 해운대동백점,부산 해운대구 해운대해변로209번길 11-1 (우동),,35.15957047,129.1539273,2024-09-30
은마차,부산 동래구 충렬대로249번길 48 (수안동),,35.20346712,129.0868562,2024-09-30
영주한우숯불갈비,부산 동구 정공단로 38 (좌천동),,35.13583897,129.0549351,2024-09-30
째즈,부산 연제구 안연로8번길 93 (연산동),,35.18856371,129.1061358,2024-09-30
드림디포법원점솔로몬종합상사,부산 연제구 월드컵대로 225 1층 지하 (거제동),,35.18899578,129.0721696,2024-09-30
김미란산부인과의원,부산광역시 해운대구 해운대로161번길 33 4~5층 401호 501호,,35.184985,129.1247303,2024-09-30
사직레포츠대중탕,부산 동래구 석사로17번길 6 (사직동),,35.19885829,129.0618012,2024-09-30
광원전기조명마트,부산 영도구 동삼1동 327-3유나맨션상가동1,,35.07755749,129.0710148,2024-09-30
탑세일마트,부산 북구 시랑로114번길 52 (구포동),,35.19389875,129.0083154,2024-09-30
밀양돼지국밥,부산 북구 백양대로 1122 (구포동),,35.20417124,129.0011284,2024-09-30
해피D.C마트,부산 해운대구 우동1로 70 (우동),,35.16758633,129.1574325,2024-09-30
중앙부부치과의원,부산 연제구 아시아드대로 46 3층(거제동),,35.18873042,129.0685427,2024-09-30
총각네과일가게,부산 금정구 중앙대로1719번길 61 (부곡동),,35.23770106,129.0889174,2024-09-30
한우마을,부산 연제구 연동로8번길 5 (연산동),,35.18834842,129.0931327,2024-09-30
동래건재,부산 동래구 복천동 229,,35.20341666,129.0854498,2024-09-30
케이지모빌리티 부산진서비스프라자,부산 부산진구 새싹로 224 (초읍동),,35.17613051,129.0488033,2024-09-30
남산동 헬스 범어 사우나,부산 금정구 중앙대로 2096 남산가구 백화점(남산동),,35.27141085,129.0930949,2024-09-30
아모레화장품,부산 기장군 기장읍 동부리 150-1,,35.24801957,129.2140425,2024-09-30
신세기전산,부산 동래구 온천장로 20 컴퓨터상가 122호(온천동),,35.21397883,129.0796376,2024-09-30
하얀나라,부산 해운대구 양운로 82 5층(좌동),,35.17045806,129.175575,2024-09-30
(주)구상인터내셔널,부산 부산진구 새싹로 13 구상인터내셔널 뷰티아멕스 (부전동),,35.15911632,129.0576507,2024-09-30
우암점현대자동차,부산 남구 우암로 264-2 (우암동),,35.12609266,129.0685457,2024-09-30
북경반점,부산 부산진구 황령대로17번길 29-11 (범천동),,35.14927581,129.0604315,2024-09-30
씨유덕천스마일점,부산 북구 만덕대로15번길 9 (덕천동),,35.2109402,129.0066153,2024-09-30
자갈치횟집,부산 수영구 망미배산로10번길 35 (망미동),,35.17552418,129.1067384,2024-09-30
멍게가,부산 강서구 가덕해안로 1184 (대항동),,35.01243635,128.8301071,2024-09-30
쿠잉cooing,부산 기장군 정관읍 달산2길 29 ,,35.31800382,129.1838017,2024-09-30
마음드리,"부산 동래구 충렬대로 354 (안락동,동남빌딩)",,35.19768598,129.0972002,2024-09-30
해법영어교습소,"부산 동래구 사직북로28번길 126 2층 201호 (온천동,부광캐슬)",,35.20222803,129.0650408,2024-09-30
물레방아밥상,"부산 중구 대청로141번길 15-1 (중앙동4가,대륙빌딩)",,35.10424516,129.0350689,2024-09-30
대박터진돈까스,부산 부산진구 백양관문로 3 개금주공복합상가 지하1층 (개금동),,35.15938211,129.0310372,2024-09-30
느티나무독서논술교습소,"부산 동래구 아시아드대로255번길 103 , 3층 성미빌딩 (온천동,백향그린빌라)",,35.20869863,129.0641699,2024-09-30
박정난뮤직슐레음악학원,"부산 해운대구 마린시티2로 2 ,1906호 (우동)",,35.15932892,129.1442431,2024-09-30
미니슈퍼,부산 부산진구 개금동 753번지,,35.14727531,129.0162443,2024-09-30
커스텀매드,부산 기장군 기장읍 차성로 261 (대라리),,35.2407892,129.2132864,2024-09-30
퐁네프,부산 사상구 사상로 487 (모라동),,35.18798475,128.9876657,2024-09-30
