연번,신고일시,신고위치 지번주소,위도,경도,위반구분,과태료부과여부,데이터기준일자
4565,2024-05-04 17:15,부산광역시 사하구 신평동 411,35.09740960 ,128.96269725 ,교차로,Y,2025-12-01
4566,2024-05-04 18:17,부산광역시 사하구 다대동 1552-9,35.04856746 ,128.96634117 ,보도(인도)위,Y,2025-12-01
4567,2024-05-04 18:12,부산광역시 사하구 다대동 1552,35.04940682 ,128.96694747 ,보도(인도)위,Y,2025-12-01
4568,2024-05-04 15:59,부산광역시 사하구 다대동 1582-8,35.06034221 ,128.98168936 ,횡단보도,Y,2025-12-01
4569,2024-05-04 16:04,부산광역시 사하구 다대동 1595,35.06036231 ,128.98402052 ,횡단보도,Y,2025-12-01
4570,2024-05-04 18:13,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
4571,2024-04-12 01:18,부산광역시 사하구 구평동 503,35.07997219 ,128.98539450 ,횡단보도,Y,2025-12-01
4572,2024-04-09 21:03,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
4573,2024-04-07 20:09,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,보도(인도)위,Y,2025-12-01
4574,2024-04-04 14:23,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,보도(인도)위,Y,2025-12-01
4575,2024-04-06 20:13,부산광역시 사하구 장림동 287-23,35.07742360 ,128.97801478 ,횡단보도,Y,2025-12-01
4576,2024-04-15 14:28,부산광역시 사하구 당리동 312-24,35.10619254 ,128.97334866 ,보도(인도)위,Y,2025-12-01
4577,2024-04-17 18:46,부산광역시 사하구 당리동 332,35.10137594 ,128.97606661 ,보도(인도)위,Y,2025-12-01
4578,2024-05-05 15:41,부산광역시 사하구 다대동 680-3,35.05507973 ,128.97169813 ,버스정류장 주변,Y,2025-12-01
4579,2024-05-05 15:54,부산광역시 사하구 괴정동 962-2,35.09836103 ,128.99378982 ,횡단보도,Y,2025-12-01
4580,2024-05-05 17:54,부산광역시 사하구 감천동 803-42,35.08815372 ,128.99602744 ,교차로,Y,2025-12-01
4581,2024-04-01 12:00,부산광역시 사하구 감천동 387-21,35.08227553 ,129.00527413 ,버스정류장 주변,Y,2025-12-01
4582,2024-05-05 12:59,부산광역시 사하구 하단동 870-8,35.10941347 ,128.96006632 ,교차로,Y,2025-12-01
4583,2024-05-05 18:06,부산광역시 사하구 당리동 323,35.10280328 ,128.97598110 ,버스정류장 주변,Y,2025-12-01
4584,2024-05-05 15:47,부산광역시 사하구 다대동 820-1,35.05619159 ,128.97202702 ,횡단보도,Y,2025-12-01
4585,2024-05-05 09:51,부산광역시 사하구 다대동 180-6,35.05869087 ,128.97443574 ,교차로,Y,2025-12-01
4586,2024-05-05 18:06,부산광역시 사하구 하단동 599,35.10446441 ,128.96408014 ,교차로,Y,2025-12-01
4587,2024-05-05 18:02,부산광역시 사하구 하단동 599,35.10446441 ,128.96408014 ,교차로,Y,2025-12-01
4588,2024-05-05 09:51,부산광역시 사하구 다대동 1449-1,35.05903352 ,128.97474484 ,교차로,Y,2025-12-01
4589,2024-05-05 09:59,부산광역시 사하구 괴정동 1238-597,35.09766503 ,128.99552663 ,소방시설 주변,Y,2025-12-01
4590,2024-05-05 18:25,부산광역시 사하구 당리동 산 32-9,35.10896583 ,128.97820259 ,보도(인도)위,Y,2025-12-01
4591,2024-05-05 00:36,부산광역시 사하구 괴정동 1138-3,35.10009163 ,128.98206748 ,보도(인도)위,Y,2025-12-01
4592,2024-05-05 18:26,부산광역시 사하구 당리동 산 32-9,35.10896583 ,128.97820259 ,보도(인도)위,Y,2025-12-01
4593,2024-05-05 07:06,부산광역시 사하구 괴정동 255-65,35.10255938 ,128.99764742 ,보도(인도)위,Y,2025-12-01
4594,2024-05-05 07:15,부산광역시 사하구 장림동 244-6,35.07936591 ,128.97925847 ,보도(인도)위,Y,2025-12-01
4595,2024-05-05 21:30,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,보도(인도)위,Y,2025-12-01
4596,2024-05-05 21:30,부산광역시 사하구 하단동 887-8,35.10827611 ,128.95901074 ,보도(인도)위,Y,2025-12-01
4597,2024-05-05 15:53,부산광역시 사하구 다대동 680-1,35.05554431 ,128.97165330 ,횡단보도,Y,2025-12-01
4598,2024-05-05 08:33,부산광역시 사하구 신평동 79-23,35.09021086 ,128.97465731 ,횡단보도,Y,2025-12-01
4599,2024-05-05 21:30,부산광역시 사하구 하단동 887-15,35.10844837 ,128.95903077 ,보도(인도)위,Y,2025-12-01
4600,2024-04-13 19:28,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,보도(인도)위,Y,2025-12-01
4601,2024-05-05 15:33,부산광역시 사하구 괴정동 939-6,35.09942727 ,128.99186297 ,보도(인도)위,Y,2025-12-01
4602,2024-05-05 21:30,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,보도(인도)위,Y,2025-12-01
4603,2024-04-15 13:00,부산광역시 사하구 장림동 329,35.08136289 ,128.96718673 ,횡단보도,Y,2025-12-01
4604,2024-05-05 15:48,부산광역시 사하구 다대동 820-22,35.05578908 ,128.97197964 ,보도(인도)위,Y,2025-12-01
4605,2024-05-05 12:28,부산광역시 사하구 장림동 601-1,35.07770325 ,128.97304260 ,버스정류장 주변,Y,2025-12-01
4606,2024-05-05 12:52,부산광역시 사하구 괴정동 477-2,35.09637203 ,128.99398722 ,보도(인도)위,Y,2025-12-01
4607,2024-04-16 14:14,부산광역시 사하구 당리동 322,35.10354630 ,128.97595956 ,보도(인도)위,Y,2025-12-01
4608,2024-05-05 09:51,부산광역시 사하구 다대동 1449-1,35.05903352 ,128.97474484 ,교차로,Y,2025-12-01
4609,2024-05-05 18:14,부산광역시 사하구 괴정동 1246,35.10089286 ,128.99291043 ,횡단보도,Y,2025-12-01
4610,2024-05-05 21:41,부산광역시 사하구 당리동 333,35.10078072 ,128.97673462 ,버스정류장 주변,Y,2025-12-01
4611,2024-05-05 09:54,부산광역시 사하구 다대동 1220,35.05950166 ,128.97295835 ,보도(인도)위,Y,2025-12-01
4612,2024-05-05 08:44,부산광역시 사하구 신평동 33-168,35.09062654 ,128.97794859 ,횡단보도,Y,2025-12-01
4613,2024-05-05 20:38,부산광역시 사하구 괴정동 660-2,35.09808393 ,128.98652852 ,횡단보도,Y,2025-12-01
4614,2024-05-05 08:47,부산광역시 사하구 다대동 963,35.05580740 ,128.96913860 ,교차로,Y,2025-12-01
4615,2024-05-05 09:51,부산광역시 사하구 다대동 180-6,35.05869087 ,128.97443574 ,교차로,Y,2025-12-01
4616,2024-05-05 15:20,부산광역시 사하구 다대동 820-14,35.05637340 ,128.97155915 ,횡단보도,Y,2025-12-01
4617,2024-05-05 00:39,부산광역시 사하구 하단동 612,35.10474765 ,128.96836274 ,소방시설 주변,Y,2025-12-01
4618,2024-05-05 15:16,부산광역시 사하구 다대동 798-6,35.05561691 ,128.97202076 ,보도(인도)위,Y,2025-12-01
4619,2024-05-05 15:24,부산광역시 사하구 다대동 820-14,35.05637340 ,128.97155915 ,횡단보도,Y,2025-12-01
4620,2024-05-05 21:31,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,횡단보도,Y,2025-12-01
4621,2024-05-05 18:08,부산광역시 사하구 하단동 599,35.10446441 ,128.96408014 ,교차로,Y,2025-12-01
4622,2024-05-05 09:52,부산광역시 사하구 다대동 180-6,35.05869087 ,128.97443574 ,교차로,Y,2025-12-01
4623,2024-05-05 00:01,부산광역시 사하구 당리동 333,35.10078072 ,128.97673462 ,버스정류장 주변,Y,2025-12-01
4624,2024-05-05 09:39,부산광역시 사하구 다대동 468-6,35.04650195 ,128.96911111 ,보도(인도)위,Y,2025-12-01
4625,2024-05-05 20:14,부산광역시 사하구 하단동 381-15,35.10192045 ,128.96659199 ,소방시설 주변,Y,2025-12-01
4626,2024-05-05 08:47,부산광역시 사하구 다대동 963,35.05580740 ,128.96913860 ,교차로,Y,2025-12-01
4627,2024-05-05 15:12,부산광역시 사하구 다대동 681-3,35.05511131 ,128.97159094 ,버스정류장 주변,Y,2025-12-01
4628,2024-05-05 09:29,부산광역시 사하구 다대동 962,35.05777412 ,128.96923581 ,교차로,Y,2025-12-01
4629,2024-05-05 21:23,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,보도(인도)위,Y,2025-12-01
4630,2024-05-05 09:52,부산광역시 사하구 다대동 180-6,35.05869087 ,128.97443574 ,교차로,Y,2025-12-01
4631,2024-05-05 08:59,부산광역시 사하구 신평동 262-4,35.09178765 ,128.97268282 ,횡단보도,Y,2025-12-01
4632,2024-05-05 16:17,부산광역시 사하구 하단동 1188,35.09926206 ,128.95834202 ,교차로,Y,2025-12-01
4633,2024-05-05 13:24,부산광역시 사하구 당리동 312-24,35.10619254 ,128.97334866 ,보도(인도)위,Y,2025-12-01
4634,2024-05-05 18:11,부산광역시 사하구 괴정동 1246,35.10089286 ,128.99291043 ,횡단보도,Y,2025-12-01
4635,2024-05-05 16:40,부산광역시 사하구 괴정동 485-13,35.09669753 ,128.99254645 ,보도(인도)위,Y,2025-12-01
4636,2024-05-05 06:00,부산광역시 사하구 괴정동 764-50,35.10036882 ,128.98508016 ,횡단보도,Y,2025-12-01
4637,2024-05-05 15:14,부산광역시 사하구 다대동 681-3,35.05511131 ,128.97159094 ,횡단보도,Y,2025-12-01
4638,2024-05-05 09:48,부산광역시 사하구 괴정동 296-23,35.10197388 ,128.99909573 ,보도(인도)위,Y,2025-12-01
4639,2024-05-05 00:16,부산광역시 사하구 당리동 544-1,35.10742017 ,128.97628876 ,보도(인도)위,Y,2025-12-01
4640,2024-05-05 19:42,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
4641,2024-05-05 09:38,부산광역시 사하구 다대동 468-6,35.04650195 ,128.96911111 ,보도(인도)위,Y,2025-12-01
4642,2024-05-05 07:28,부산광역시 사하구 괴정동 772-29,35.10080107 ,128.98632624 ,버스정류장 주변,Y,2025-12-01
4643,2024-05-05 09:54,부산광역시 사하구 다대동 1220,35.05950166 ,128.97295835 ,보도(인도)위,Y,2025-12-01
4644,2024-05-05 00:26,부산광역시 사하구 다대동 1595,35.06036231 ,128.98402052 ,횡단보도,Y,2025-12-01
4645,2024-05-05 19:41,부산광역시 사하구 하단동 80,35.10331865 ,128.97049129 ,횡단보도,Y,2025-12-01
4646,2024-05-05 15:10,부산광역시 사하구 다대동 680-2,35.05509953 ,128.97195506 ,버스정류장 주변,Y,2025-12-01
4647,2024-05-05 12:39,부산광역시 사하구 다대동 1220,35.05950166 ,128.97295835 ,보도(인도)위,Y,2025-12-01
4648,2024-05-05 18:05,부산광역시 사하구 하단동 599,35.10446441 ,128.96408014 ,교차로,Y,2025-12-01
4649,2024-05-05 18:04,부산광역시 사하구 괴정동 1246,35.10089286 ,128.99291043 ,횡단보도,Y,2025-12-01
4650,2024-05-05 10:22,부산광역시 사하구 하단동 1188,35.09926206 ,128.95834202 ,교차로,Y,2025-12-01
4651,2024-05-06 18:37,부산광역시 사하구 당리동 326-25,35.10232166 ,128.97491533 ,횡단보도,Y,2025-12-01
4652,2024-05-06 22:48,부산광역시 사하구 하단동 896,35.10367839 ,128.95982743 ,보도(인도)위,Y,2025-12-01
4653,2024-05-06 18:10,부산광역시 사하구 다대동 680-2,35.05509953 ,128.97195506 ,횡단보도,Y,2025-12-01
4654,2024-05-06 18:28,부산광역시 사하구 괴정동 1238-558,35.10453981 ,128.99922716 ,보도(인도)위,Y,2025-12-01
4655,2024-05-06 14:32,부산광역시 사하구 감천동 6-1868,35.09676726 ,129.00930031 ,소방시설 주변,Y,2025-12-01
4656,2024-05-06 14:44,부산광역시 사하구 당리동 303-14,35.10575212 ,128.96936629 ,교차로,Y,2025-12-01
4657,2024-05-06 14:52,부산광역시 사하구 신평동 586-4,35.09004252 ,128.97481771 ,보도(인도)위,Y,2025-12-01
4658,2024-05-06 11:49,부산광역시 사하구 다대동 963,35.05580740 ,128.96913860 ,보도(인도)위,Y,2025-12-01
4659,2024-05-06 09:53,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,보도(인도)위,Y,2025-12-01
4660,2024-05-06 17:05,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,보도(인도)위,Y,2025-12-01
4661,2024-05-06 22:07,부산광역시 사하구 괴정동 1238-597,35.09766503 ,128.99552663 ,횡단보도,Y,2025-12-01
4662,2024-05-06 16:50,부산광역시 사하구 하단동 493-1,35.11166242 ,128.96590509 ,교차로,Y,2025-12-01
4663,2024-05-06 08:08,부산광역시 사하구 다대동 1552-2,35.04936941 ,128.97001281 ,보도(인도)위,Y,2025-12-01
4664,2024-05-06 23:32,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,교차로,Y,2025-12-01
4665,2024-05-06 19:24,부산광역시 사하구 당리동 544-1,35.10742017 ,128.97628876 ,교차로,Y,2025-12-01
4666,2024-05-06 20:44,부산광역시 사하구 하단동 606,35.10350787 ,128.96248445 ,보도(인도)위,Y,2025-12-01
4667,2024-05-06 15:48,부산광역시 사하구 괴정동 935-2,35.10002147 ,128.99181603 ,보도(인도)위,Y,2025-12-01
4668,2024-05-06 17:29,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,교차로,Y,2025-12-01
4669,2024-05-06 18:09,부산광역시 사하구 다대동 798-6,35.05561691 ,128.97202076 ,보도(인도)위,Y,2025-12-01
4670,2024-05-06 11:52,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,횡단보도,Y,2025-12-01
4671,2024-05-06 13:26,부산광역시 사하구 신평동 370-57,35.08456474 ,128.96434067 ,버스정류장 주변,Y,2025-12-01
4672,2024-05-06 21:02,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,소방시설 주변,Y,2025-12-01
4673,2024-05-06 17:58,부산광역시 사하구 감천동 387-50,35.08323028 ,129.00656824 ,버스정류장 주변,Y,2025-12-01
4674,2024-05-06 23:00,부산광역시 사하구 장림동 60-44,35.07852575 ,128.98037236 ,횡단보도,Y,2025-12-01
4675,2024-05-06 18:07,부산광역시 사하구 다대동 681-3,35.05511131 ,128.97159094 ,버스정류장 주변,Y,2025-12-01
4676,2024-05-06 18:03,부산광역시 사하구 감천동 387-23,35.08251710 ,129.00582118 ,버스정류장 주변,Y,2025-12-01
4677,2024-05-06 15:47,부산광역시 사하구 괴정동 934-3,35.09973480 ,128.99190434 ,보도(인도)위,Y,2025-12-01
4678,2024-05-06 14:14,부산광역시 사하구 다대동 1548-41,35.04906448 ,128.96379292 ,보도(인도)위,Y,2025-12-01
4679,2024-05-06 21:13,부산광역시 사하구 하단동 584-9,35.10274529 ,128.96118185 ,보도(인도)위,Y,2025-12-01
4680,2024-05-06 21:07,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,소방시설 주변,Y,2025-12-01
4681,2024-05-06 11:34,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,교차로,Y,2025-12-01
4682,2024-05-06 13:40,부산광역시 사하구 다대동 681-90,35.05504185 ,128.97136789 ,보도(인도)위,Y,2025-12-01
4683,2024-05-06 09:57,부산광역시 사하구 하단동 599,35.10446441 ,128.96408014 ,교차로,Y,2025-12-01
4684,2024-05-06 21:07,부산광역시 사하구 하단동 888-19,35.10649745 ,128.95903221 ,소방시설 주변,Y,2025-12-01
4685,2024-05-06 16:06,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
4686,2024-05-06 21:09,부산광역시 사하구 하단동 572-5,35.10274134 ,128.96111365 ,보도(인도)위,Y,2025-12-01
4687,2024-05-06 09:59,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,보도(인도)위,Y,2025-12-01
4688,2024-05-06 20:34,부산광역시 사하구 하단동 64-2,35.10225721 ,128.97085886 ,보도(인도)위,Y,2025-12-01
4689,2024-05-06 21:02,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,소방시설 주변,Y,2025-12-01
4690,2024-05-06 20:44,부산광역시 사하구 하단동 606,35.10350787 ,128.96248445 ,보도(인도)위,Y,2025-12-01
4691,2024-05-06 17:57,부산광역시 사하구 당리동 303-14,35.10575212 ,128.96936629 ,교차로,Y,2025-12-01
4692,2024-05-06 14:11,부산광역시 사하구 다대동 1548-10,35.05011503 ,128.96280570 ,보도(인도)위,Y,2025-12-01
4693,2024-05-06 21:06,부산광역시 사하구 하단동 888-19,35.10649745 ,128.95903221 ,소방시설 주변,Y,2025-12-01
4694,2024-05-06 10:04,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,횡단보도,Y,2025-12-01
4695,2024-05-06 20:32,부산광역시 사하구 하단동 853-1,35.10219679 ,128.97066188 ,횡단보도,Y,2025-12-01
4696,2024-05-06 15:34,부산광역시 사하구 다대동 1639,35.05687713 ,128.96498799 ,교차로,Y,2025-12-01
4697,2024-05-07 09:19,부산광역시 사하구 다대동 1548-1,35.05265992 ,128.96069407 ,횡단보도,Y,2025-12-01
4698,2024-05-07 21:27,부산광역시 사하구 당리동 333,35.10078072 ,128.97673462 ,버스정류장 주변,Y,2025-12-01
4699,2024-05-07 16:22,부산광역시 사하구 당리동 315,35.10516062 ,128.97397210 ,어린이 보호구역,Y,2025-12-01
4700,2024-05-07 16:30,부산광역시 사하구 당리동 322,35.10354630 ,128.97595956 ,버스정류장 주변,Y,2025-12-01
4701,2024-05-07 20:55,부산광역시 사하구 괴정동 409-79,35.10038102 ,128.99745751 ,교차로,Y,2025-12-01
4702,2024-05-07 13:47,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
4703,2024-05-06 17:08,부산광역시 사하구 장림동 1151,35.08009498 ,128.97638586 ,교차로,Y,2025-12-01
4704,2024-05-06 23:32,부산광역시 사하구 신평동 370-4,35.09207840 ,128.96387949 ,횡단보도,Y,2025-12-01
4705,2024-05-06 20:52,부산광역시 사하구 감천동 826-8,35.09154567 ,128.99370149 ,보도(인도)위,Y,2025-12-01
4706,2024-05-07 17:06,부산광역시 사하구 당리동 313-15,35.10501949 ,128.97142576 ,교차로,Y,2025-12-01
4707,2024-05-07 13:49,부산광역시 사하구 당리동 313-9,35.10487195 ,128.97243514 ,어린이 보호구역,Y,2025-12-01
4708,2024-05-07 17:54,부산광역시 사하구 괴정동 1081-1,35.10144894 ,128.98460380 ,버스정류장 주변,Y,2025-12-01
4709,2024-05-07 09:17,부산광역시 사하구 다대동 1550-3,35.05162821 ,128.96690058 ,횡단보도,Y,2025-12-01
4710,2024-05-07 18:48,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,횡단보도,Y,2025-12-01
4711,2024-05-07 13:27,부산광역시 사하구 장림동 182,35.08154830 ,128.97619388 ,어린이 보호구역,Y,2025-12-01
4712,2024-05-07 18:27,부산광역시 사하구 장림동 1033-1,35.08488651 ,128.97026240 ,횡단보도,Y,2025-12-01
4713,2024-05-07 11:38,부산광역시 사하구 신평동 370-6,35.09081011 ,128.96276394 ,횡단보도,Y,2025-12-01
4714,2024-05-07 13:32,부산광역시 사하구 장림동 182,35.08154830 ,128.97619388 ,어린이 보호구역,Y,2025-12-01
4715,2024-05-07 14:02,부산광역시 사하구 장림동 235-4,35.07866194 ,128.97736193 ,보도(인도)위,Y,2025-12-01
4716,2024-05-07 08:46,부산광역시 사하구 장림동 328-25,35.08136230 ,128.96772862 ,버스정류장 주변,Y,2025-12-01
4717,2024-05-07 13:25,부산광역시 사하구 장림동 182,35.08154830 ,128.97619388 ,어린이 보호구역,Y,2025-12-01
4718,2024-05-07 20:11,부산광역시 사하구 장림동 341-10,35.07983749 ,128.97676280 ,교차로,Y,2025-12-01
4719,2024-05-07 13:29,부산광역시 사하구 장림동 182,35.08154830 ,128.97619388 ,어린이 보호구역,Y,2025-12-01
4720,2024-05-07 16:47,부산광역시 사하구 다대동 1548-8,35.04958508 ,128.96225199 ,교차로,Y,2025-12-01
4721,2024-05-07 08:13,부산광역시 사하구 하단동 1161-2,35.11148075 ,128.95891539 ,보도(인도)위,Y,2025-12-01
4722,2024-05-07 21:23,부산광역시 사하구 당리동 333,35.10078072 ,128.97673462 ,버스정류장 주변,Y,2025-12-01
4723,2024-05-07 00:15,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,교차로,Y,2025-12-01
4724,2024-05-07 16:58,부산광역시 사하구 당리동 333,35.10078072 ,128.97673462 ,횡단보도,Y,2025-12-01
