연번,신고일시,신고위치 지번주소,위도,경도,위반구분,과태료부과여부,데이터기준일자
17779,2024-12-06 17:02,부산광역시 사하구 하단동 599,35.10446441 ,128.96408014 ,교차로,Y,2025-12-01
17780,2024-12-06 14:43,부산광역시 사하구 장림동 1134,35.08122088 ,128.96297749 ,횡단보도,Y,2025-12-01
17781,2024-12-06 17:04,부산광역시 사하구 하단동 870-31,35.10502532 ,128.96065626 ,교차로,Y,2025-12-01
17782,2024-12-06 08:51,부산광역시 사하구 하단동 481,35.11360630 ,128.96171633 ,교차로,Y,2025-12-01
17783,2024-12-06 14:37,부산광역시 사하구 구평동 117-15,35.08425258 ,128.98454565 ,보도(인도)위,Y,2025-12-01
17784,2024-12-06 06:42,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
17785,2024-12-05 21:17,부산광역시 사하구 괴정동 409-79,35.10038102 ,128.99745751 ,교차로,Y,2025-12-01
17786,2024-12-04 14:13,부산광역시 사하구 하단동 1188,35.09926206 ,128.95834202 ,교차로,Y,2025-12-01
17787,2024-12-06 14:01,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,보도(인도)위,Y,2025-12-01
17788,2024-12-06 22:35,부산광역시 사하구 하단동 897-12,35.10431877 ,128.95860140 ,보도(인도)위,Y,2025-12-01
17789,2024-12-06 20:13,부산광역시 사하구 장림동 328-14,35.08115353 ,128.96767635 ,버스정류장 주변,Y,2025-12-01
17790,2024-12-06 07:55,부산광역시 사하구 괴정동 409-79,35.10038102 ,128.99745751 ,교차로,Y,2025-12-01
17791,2024-12-06 19:08,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
17792,2024-12-06 21:22,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,교차로,Y,2025-12-01
17793,2024-12-06 14:19,부산광역시 사하구 다대동 1552-4,35.04845729 ,128.96626565 ,교차로,Y,2025-12-01
17794,2024-12-06 14:11,부산광역시 사하구 다대동 1543,35.05125477 ,128.95901039 ,교차로,Y,2025-12-01
17795,2024-12-06 22:55,부산광역시 사하구 당리동 356,35.10397626 ,128.98233251 ,보도(인도)위,Y,2025-12-01
17796,2024-12-06 21:12,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
17797,2024-12-06 14:18,부산광역시 사하구 다대동 1552-4,35.04845729 ,128.96626565 ,교차로,Y,2025-12-01
17798,2024-12-06 22:34,부산광역시 사하구 하단동 897-8,35.10448590 ,128.95861483 ,보도(인도)위,Y,2025-12-01
17799,2024-12-06 21:12,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
17800,2024-12-06 19:36,부산광역시 사하구 다대동 1595,35.06036231 ,128.98402052 ,횡단보도,Y,2025-12-01
17801,2024-12-06 21:13,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
17802,2024-12-07 14:51,부산광역시 사하구 장림동 328-29,35.08144875 ,128.96752689 ,횡단보도,Y,2025-12-01
17803,2024-12-07 06:41,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
17804,2024-12-07 18:41,부산광역시 사하구 괴정동 1279,35.10498007 ,129.00005532 ,버스정류장 주변,Y,2025-12-01
17805,2024-12-07 08:08,부산광역시 사하구 괴정동 409-79,35.10038102 ,128.99745751 ,교차로,Y,2025-12-01
17806,2024-12-07 06:42,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,교차로,Y,2025-12-01
17807,2024-12-07 09:10,부산광역시 사하구 다대동 1522-2,35.05358297 ,128.95871136 ,보도(인도)위,Y,2025-12-01
17808,2024-12-07 06:42,부산광역시 사하구 감천동 53-26,35.08429952 ,129.00902850 ,횡단보도,Y,2025-12-01
17809,2024-12-07 16:33,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
17810,2024-12-07 17:24,부산광역시 사하구 신평동 634-7,35.09648347 ,128.95691096 ,횡단보도,Y,2025-12-01
17811,2024-12-07 19:57,부산광역시 사하구 하단동 381-14,35.10237060 ,128.96601372 ,소방시설 주변,Y,2025-12-01
17812,2024-12-07 07:03,부산광역시 사하구 괴정동 764-168,35.10073903 ,128.98510756 ,횡단보도,Y,2025-12-01
17813,2024-12-07 20:40,부산광역시 사하구 하단동 501-2,35.11101695 ,128.96118607 ,교차로,Y,2025-12-01
17814,2024-12-07 15:03,부산광역시 사하구 장림동 792-6,35.08099293 ,128.96758227 ,버스정류장 주변,Y,2025-12-01
17815,2024-12-07 10:49,부산광역시 사하구 장림동 328-14,35.08115353 ,128.96767635 ,버스정류장 주변,Y,2025-12-01
17816,2024-12-07 11:49,부산광역시 사하구 신평동 665,35.09383821 ,128.96031301 ,횡단보도,Y,2025-12-01
17817,2024-12-07 13:46,부산광역시 사하구 다대동 120-1,35.06022619 ,128.97792746 ,횡단보도,Y,2025-12-01
17818,2024-12-07 10:24,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,보도(인도)위,Y,2025-12-01
17819,2024-12-07 14:32,부산광역시 사하구 하단동 81,35.10339502 ,128.97040584 ,횡단보도,Y,2025-12-01
17820,2024-12-07 18:33,부산광역시 사하구 하단동 816-3,35.11331447 ,128.96567751 ,버스정류장 주변,Y,2025-12-01
17821,2024-12-07 06:44,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
17822,2024-12-07 09:38,부산광역시 사하구 하단동 481,35.11360630 ,128.96171633 ,교차로,Y,2025-12-01
17823,2024-12-07 11:18,부산광역시 사하구 하단동 591,35.10533645 ,128.96109403 ,교차로,Y,2025-12-01
17824,2024-12-07 10:04,부산광역시 사하구 하단동 592-4,35.10566655 ,128.96407127 ,횡단보도,Y,2025-12-01
17825,2024-12-07 10:16,부산광역시 사하구 하단동 593-1,35.10511925 ,128.96459449 ,횡단보도,Y,2025-12-01
17826,2024-12-07 11:54,부산광역시 사하구 신평동 646,35.09418276 ,128.96094054 ,교차로,Y,2025-12-01
17827,2024-12-07 01:35,부산광역시 사하구 당리동 356,35.10397626 ,128.98233251 ,보도(인도)위,Y,2025-12-01
17828,2024-12-07 13:46,부산광역시 사하구 다대동 120-1,35.06022619 ,128.97792746 ,횡단보도,Y,2025-12-01
17829,2024-12-07 22:01,부산광역시 사하구 하단동 494-1,35.11346415 ,128.96618879 ,보도(인도)위,Y,2025-12-01
17830,2024-12-07 21:59,부산광역시 사하구 하단동 494-1,35.11346415 ,128.96618879 ,버스정류장 주변,Y,2025-12-01
17831,2024-12-07 21:19,부산광역시 사하구 하단동 516,35.10831907 ,128.96617417 ,교차로,Y,2025-12-01
17832,2024-12-07 14:41,부산광역시 사하구 하단동 589-11,35.10567068 ,128.96665095 ,횡단보도,Y,2025-12-01
17833,2024-12-07 09:58,부산광역시 사하구 하단동 481,35.11360630 ,128.96171633 ,교차로,Y,2025-12-01
17834,2024-12-07 11:18,부산광역시 사하구 하단동 591,35.10533645 ,128.96109403 ,교차로,Y,2025-12-01
17835,2024-12-07 11:21,부산광역시 사하구 하단동 591,35.10533645 ,128.96109403 ,횡단보도,Y,2025-12-01
17836,2024-12-07 14:48,부산광역시 사하구 장림동 328-45,35.08197552 ,128.96653675 ,보도(인도)위,Y,2025-12-01
17837,2024-12-07 13:30,부산광역시 사하구 다대동 94-6,35.06410791 ,128.98661360 ,교차로,Y,2025-12-01
17838,2024-12-07 09:50,부산광역시 사하구 감천동 447-10,35.08778965 ,129.00383770 ,횡단보도,Y,2025-12-01
17839,2024-12-07 09:55,부산광역시 사하구 하단동 475,35.11416777 ,128.96144761 ,교차로,Y,2025-12-01
17840,2024-12-07 23:21,부산광역시 사하구 하단동 1188,35.09926206 ,128.95834202 ,횡단보도,Y,2025-12-01
17841,2024-12-07 09:55,부산광역시 사하구 장림동 328-14,35.08115353 ,128.96767635 ,버스정류장 주변,Y,2025-12-01
17842,2024-12-07 15:06,부산광역시 사하구 장림동 792-7,35.08076608 ,128.96787775 ,버스정류장 주변,Y,2025-12-01
17843,2024-12-07 08:22,부산광역시 사하구 당리동 307-30,35.10616906 ,128.97292589 ,교차로,Y,2025-12-01
17844,2024-12-07 06:45,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
17845,2024-12-07 06:45,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
17846,2024-12-07 18:23,부산광역시 사하구 하단동 277,35.10159885 ,128.97156498 ,횡단보도,Y,2025-12-01
17847,2024-12-07 09:01,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
17848,2024-12-07 12:00,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
17849,2024-12-07 21:04,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,보도(인도)위,Y,2025-12-01
17850,2024-12-06 14:04,부산광역시 사하구 다대동 1548-32,35.04915326 ,128.96439284 ,보도(인도)위,Y,2025-12-01
17851,2024-12-06 18:08,부산광역시 사하구 괴정동 1246,35.10089286 ,128.99291043 ,교차로,Y,2025-12-01
17852,2024-12-06 15:00,부산광역시 사하구 하단동 591,35.10533645 ,128.96109403 ,횡단보도,Y,2025-12-01
17853,2024-12-05 18:37,부산광역시 사하구 다대동 850-17,35.05735963 ,128.97255905 ,교차로,Y,2025-12-01
17854,2024-12-05 21:06,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
17855,2024-12-05 20:56,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
17856,2024-12-05 20:56,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
17857,2024-12-05 21:00,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
17858,2024-12-05 20:58,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
17859,2024-12-06 21:16,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
17860,2024-12-06 21:13,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
17861,2024-12-06 19:04,부산광역시 사하구 다대동 1455,35.05767795 ,128.97259641 ,교차로,Y,2025-12-01
17862,2024-11-08 12:29,부산광역시 사하구 장림동 1137,35.08394342 ,128.96744363 ,어린이 보호구역,Y,2025-12-01
17863,2024-11-13 16:27,부산광역시 사하구 당리동 327-57,35.10179674 ,128.97482042 ,횡단보도,Y,2025-12-01
17864,2024-11-16 11:24,부산광역시 사하구 하단동 529-4,35.10780144 ,128.96770603 ,소방시설 주변,Y,2025-12-01
17865,2024-11-20 14:38,부산광역시 사하구 장림동 740,35.08350613 ,128.97012033 ,보도(인도)위,Y,2025-12-01
17866,2024-10-26 12:58,부산광역시 사하구 괴정동 1246,35.10089286 ,128.99291043 ,횡단보도,Y,2025-12-01
17867,2024-11-14 21:49,부산광역시 사하구 다대동 1455-17,35.05732191 ,128.97226836 ,교차로,Y,2025-12-01
17868,2024-11-15 10:46,부산광역시 사하구 다대동 1667,35.06201705 ,128.97249377 ,교차로,Y,2025-12-01
17869,2024-11-11 13:52,부산광역시 사하구 장림동 329,35.08136289 ,128.96718673 ,횡단보도,Y,2025-12-01
17870,2024-11-20 02:20,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
17871,2024-11-15 11:13,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
17872,2024-11-14 22:44,부산광역시 사하구 장림동 853-6,35.07886301 ,128.96688015 ,교차로,Y,2025-12-01
17873,2024-11-15 23:13,부산광역시 사하구 괴정동 448-52,35.09695362 ,128.99551685 ,교차로,Y,2025-12-01
17874,2024-11-17 09:54,부산광역시 사하구 다대동 1472-18,35.04538651 ,128.96904598 ,보도(인도)위,Y,2025-12-01
17875,2024-11-19 16:35,부산광역시 사하구 당리동 327-10,35.10188840 ,128.97486924 ,횡단보도,Y,2025-12-01
17876,2024-12-08 17:25,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,교차로,Y,2025-12-01
17877,2024-12-08 17:18,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,교차로,Y,2025-12-01
17878,2024-12-08 19:02,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,보도(인도)위,Y,2025-12-01
17879,2024-12-08 16:34,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,교차로,Y,2025-12-01
17880,2024-12-08 19:16,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,보도(인도)위,Y,2025-12-01
17881,2024-12-08 17:40,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,교차로,Y,2025-12-01
17882,2024-12-08 07:43,부산광역시 사하구 감천동 296-21,35.08165219 ,129.01042657 ,보도(인도)위,Y,2025-12-01
17883,2024-12-08 17:20,부산광역시 사하구 다대동 1548-30,35.04930170 ,128.96389723 ,보도(인도)위,Y,2025-12-01
17884,2024-12-08 16:30,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,교차로,Y,2025-12-01
17885,2024-12-08 16:22,부산광역시 사하구 다대동 1548-33,35.04907142 ,128.96466627 ,보도(인도)위,Y,2025-12-01
17886,2024-12-08 17:32,부산광역시 사하구 다대동 1548-41,35.04906448 ,128.96379292 ,교차로,Y,2025-12-01
17887,2024-12-08 17:14,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,보도(인도)위,Y,2025-12-01
17888,2024-12-08 19:02,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,보도(인도)위,Y,2025-12-01
17889,2024-12-08 07:44,부산광역시 사하구 감천동 182-25,35.08233876 ,129.00987466 ,횡단보도,Y,2025-12-01
17890,2024-12-08 17:46,부산광역시 사하구 감천동 182-25,35.08233876 ,129.00987466 ,보도(인도)위,Y,2025-12-01
17891,2024-12-08 19:03,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,보도(인도)위,Y,2025-12-01
17892,2024-12-08 00:13,부산광역시 사하구 다대동 620-6,35.05214079 ,128.97129212 ,보도(인도)위,Y,2025-12-01
17893,2024-12-08 16:27,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,교차로,Y,2025-12-01
17894,2024-12-08 17:36,부산광역시 사하구 다대동 1548-33,35.04907142 ,128.96466627 ,보도(인도)위,Y,2025-12-01
17895,2024-12-08 19:21,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,교차로,Y,2025-12-01
17896,2024-12-08 09:04,부산광역시 사하구 하단동 489-4,35.11154539 ,128.96340158 ,보도(인도)위,Y,2025-12-01
17897,2024-12-08 19:24,부산광역시 사하구 다대동 1548-33,35.04907142 ,128.96466627 ,보도(인도)위,Y,2025-12-01
17898,2024-12-08 02:26,부산광역시 사하구 다대동 860,35.05763683 ,128.97235419 ,교차로,Y,2025-12-01
17899,2024-12-09 19:28,부산광역시 사하구 다대동 1573-1,35.06004496 ,128.97999849 ,횡단보도,Y,2025-12-01
17900,2024-12-09 22:03,부산광역시 사하구 다대동 961,35.05999216 ,128.97135792 ,보도(인도)위,Y,2025-12-01
17901,2024-12-09 19:02,부산광역시 사하구 괴정동 409-79,35.10038102 ,128.99745751 ,교차로,Y,2025-12-01
17902,2024-12-09 20:23,부산광역시 사하구 하단동 532,35.10806733 ,128.96803079 ,교차로,Y,2025-12-01
17903,2024-12-09 20:51,부산광역시 사하구 신평동 665,35.09383821 ,128.96031301 ,교차로,Y,2025-12-01
17904,2024-12-09 23:53,부산광역시 사하구 신평동 665,35.09383821 ,128.96031301 ,소방시설 주변,Y,2025-12-01
17905,2024-12-09 22:47,부산광역시 사하구 당리동 333,35.10078072 ,128.97673462 ,횡단보도,Y,2025-12-01
17906,2024-12-09 21:00,부산광역시 사하구 하단동 155-18,35.10402555 ,128.96838364 ,교차로,Y,2025-12-01
17907,2024-12-09 18:49,부산광역시 사하구 괴정동 1239,35.10401899 ,129.00479829 ,보도(인도)위,Y,2025-12-01
17908,2024-12-09 22:11,부산광역시 사하구 당리동 17-6,35.10954066 ,128.98005890 ,교차로,Y,2025-12-01
17909,2024-12-09 19:06,부산광역시 사하구 괴정동 953-8,35.09788482 ,128.99391770 ,보도(인도)위,Y,2025-12-01
17910,2024-12-09 17:45,부산광역시 사하구 괴정동 477-36,35.09605673 ,128.99375026 ,보도(인도)위,Y,2025-12-01
17911,2024-12-09 19:23,부산광역시 사하구 괴정동 964-7,35.09952544 ,128.99410822 ,교차로,Y,2025-12-01
17912,2024-12-09 22:49,부산광역시 사하구 당리동 333,35.10078072 ,128.97673462 ,교차로,Y,2025-12-01
17913,2024-12-09 18:28,부산광역시 사하구 다대동 25-4,35.06156189 ,128.98187657 ,횡단보도,Y,2025-12-01
17914,2024-12-09 23:52,부산광역시 사하구 당리동 320-58,35.10369093 ,128.97608718 ,소방시설 주변,Y,2025-12-01
17915,2024-12-10 05:01,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
17916,2024-12-10 04:54,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
17917,2024-12-10 17:59,부산광역시 사하구 다대동 850-16,35.05748976 ,128.97242058 ,교차로,Y,2025-12-01
17918,2024-12-10 05:00,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
17919,2024-12-10 05:06,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
17920,2024-12-10 04:56,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,교차로,Y,2025-12-01
17921,2024-12-10 05:01,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
17922,2024-12-10 04:55,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
17923,2024-12-10 04:55,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,교차로,Y,2025-12-01
17924,2024-12-10 05:15,부산광역시 사하구 하단동 870-89,35.10657184 ,128.96095749 ,소방시설 주변,Y,2025-12-01
17925,2024-12-10 16:25,부산광역시 사하구 하단동 489-4,35.11154539 ,128.96340158 ,보도(인도)위,Y,2025-12-01
17926,2024-12-10 04:55,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,교차로,Y,2025-12-01
17927,2024-12-10 04:17,부산광역시 사하구 하단동 870-199,35.10045001 ,128.96076082 ,횡단보도,Y,2025-12-01
17928,2024-12-10 05:11,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
17929,2024-12-10 13:28,부산광역시 사하구 하단동 1188,35.09926206 ,128.95834202 ,횡단보도,Y,2025-12-01
17930,2024-12-10 11:59,부산광역시 사하구 감천동 387-50,35.08323028 ,129.00656824 ,버스정류장 주변,Y,2025-12-01
17931,2024-12-10 05:11,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
17932,2024-12-10 06:31,부산광역시 사하구 다대동 93-4,35.06426226 ,128.98519015 ,횡단보도,Y,2025-12-01
17933,2024-12-10 04:54,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
17934,2024-12-10 17:05,부산광역시 사하구 당리동 334,35.10259930 ,128.97447375 ,횡단보도,Y,2025-12-01
17935,2024-12-10 05:05,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,소방시설 주변,Y,2025-12-01
17936,2024-12-10 04:54,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
17937,2024-12-10 12:06,부산광역시 사하구 신평동 664,35.08860016 ,128.95767939 ,횡단보도,Y,2025-12-01
17938,2024-12-10 05:11,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
17939,2024-12-10 04:58,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
17940,2024-12-10 15:55,부산광역시 사하구 장림동 328-14,35.08115353 ,128.96767635 ,버스정류장 주변,Y,2025-12-01
17941,2024-12-10 11:51,부산광역시 사하구 장림동 328-26,35.08125772 ,128.96789756 ,버스정류장 주변,Y,2025-12-01
17942,2024-12-10 04:55,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
17943,2024-12-10 17:27,부산광역시 사하구 감천동 42-1,35.08646549 ,129.00681502 ,보도(인도)위,Y,2025-12-01
17944,2024-12-10 05:05,부산광역시 사하구 하단동 588-131,35.10863867 ,128.96214097 ,교차로,Y,2025-12-01
17945,2024-12-10 05:01,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
17946,2024-12-10 05:18,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,소방시설 주변,Y,2025-12-01
17947,2024-12-10 05:05,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
17948,2024-12-10 05:00,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
17949,2024-12-10 04:54,부산광역시 사하구 하단동 870-286,35.10786760 ,128.95989759 ,교차로,Y,2025-12-01
17950,2024-12-10 05:15,부산광역시 사하구 하단동 870-89,35.10657184 ,128.96095749 ,소방시설 주변,Y,2025-12-01
17951,2024-12-10 07:54,부산광역시 사하구 신평동 664,35.08860016 ,128.95767939 ,보도(인도)위,Y,2025-12-01
17952,2024-12-10 07:02,부산광역시 사하구 다대동 1595,35.06036231 ,128.98402052 ,교차로,Y,2025-12-01
17953,2024-11-20 08:22,부산광역시 사하구 당리동 333,35.10078072 ,128.97673462 ,횡단보도,Y,2025-12-01
17954,2024-11-23 19:34,부산광역시 사하구 하단동 483,35.11055691 ,128.96245971 ,횡단보도,Y,2025-12-01
17955,2024-11-24 12:24,부산광역시 사하구 하단동 616-16,35.10499156 ,128.96708863 ,소방시설 주변,Y,2025-12-01
17956,2024-11-23 00:16,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
17957,2024-11-20 12:03,부산광역시 사하구 신평동 665,35.09383821 ,128.96031301 ,횡단보도,Y,2025-12-01
17958,2024-11-09 17:52,부산광역시 사하구 장림동 194-3,35.08239874 ,128.97378289 ,횡단보도,Y,2025-12-01
17959,2024-11-22 23:57,부산광역시 사하구 당리동 332,35.10137594 ,128.97606661 ,버스정류장 주변,Y,2025-12-01
17960,2024-11-09 16:05,부산광역시 사하구 하단동 493-1,35.11166242 ,128.96590509 ,교차로,Y,2025-12-01
17961,2024-11-19 11:45,부산광역시 사하구 하단동 840,35.11589497 ,128.96690186 ,교차로,Y,2025-12-01
17962,2024-11-16 14:23,부산광역시 사하구 하단동 494-1,35.11346415 ,128.96618879 ,횡단보도,Y,2025-12-01
17963,2024-11-14 16:38,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,소방시설 주변,Y,2025-12-01
17964,2024-11-21 16:51,부산광역시 사하구 장림동 1142-4,35.08298342 ,128.96756913 ,보도(인도)위,Y,2025-12-01
17965,2024-11-22 13:18,부산광역시 사하구 하단동 870-6,35.10295308 ,128.96802120 ,횡단보도,Y,2025-12-01
17966,2024-11-29 23:32,부산광역시 사하구 감천동 655-4,35.09158214 ,128.99808107 ,교차로,Y,2025-12-01
17967,2024-11-26 11:56,부산광역시 사하구 당리동 333,35.10078072 ,128.97673462 ,버스정류장 주변,Y,2025-12-01
17968,2024-11-27 20:36,부산광역시 사하구 장림동 1117,35.08270254 ,128.96536810 ,횡단보도,Y,2025-12-01
17969,2024-11-28 17:27,부산광역시 사하구 장림동 186-1,35.08201263 ,128.97740170 ,보도(인도)위,Y,2025-12-01
17970,2024-11-20 22:16,부산광역시 사하구 하단동 511-8,35.10801200 ,128.96687610 ,보도(인도)위,Y,2025-12-01
17971,2024-11-18 04:53,부산광역시 사하구 하단동 483,35.11055691 ,128.96245971 ,교차로,Y,2025-12-01
17972,2024-11-13 09:20,부산광역시 사하구 장림동 1141,35.08302535 ,128.96747881 ,교차로,Y,2025-12-01
17973,2024-11-16 09:29,부산광역시 사하구 다대동 1595,35.06036231 ,128.98402052 ,횡단보도,Y,2025-12-01
17974,2024-11-17 07:47,부산광역시 사하구 하단동 75-3,35.10322525 ,128.97058225 ,횡단보도,Y,2025-12-01
17975,2024-09-20 08:46,부산광역시 사하구 장림동 194-3,35.08239874 ,128.97378289 ,교차로,Y,2025-12-01
17976,2024-09-11 14:00,부산광역시 사하구 하단동 616-18,35.10503421 ,128.96724823 ,소방시설 주변,Y,2025-12-01
17977,2024-12-08 19:17,부산광역시 사하구 다대동 1548-30,35.04930170 ,128.96389723 ,보도(인도)위,Y,2025-12-01
17978,2024-12-08 17:22,부산광역시 사하구 다대동 1548-30,35.04930170 ,128.96389723 ,보도(인도)위,Y,2025-12-01
17979,2024-12-08 16:17,부산광역시 사하구 다대동 1548-30,35.04930170 ,128.96389723 ,보도(인도)위,Y,2025-12-01
17980,2024-12-09 14:45,부산광역시 사하구 신평동 664,35.08860016 ,128.95767939 ,횡단보도,Y,2025-12-01
17981,2024-12-09 14:55,부산광역시 사하구 하단동 1188,35.09926206 ,128.95834202 ,어린이 보호구역,Y,2025-12-01
17982,2024-12-09 14:54,부산광역시 사하구 하단동 1188,35.09926206 ,128.95834202 ,어린이 보호구역,Y,2025-12-01
17983,2024-12-09 14:55,부산광역시 사하구 하단동 1188,35.09926206 ,128.95834202 ,어린이 보호구역,Y,2025-12-01
17984,2024-12-09 14:58,부산광역시 사하구 하단동 1188,35.09926206 ,128.95834202 ,어린이 보호구역,Y,2025-12-01
17985,2024-12-10 19:05,부산광역시 사하구 하단동 870-17,35.11244871 ,128.95997430 ,횡단보도,Y,2025-12-01
17986,2024-12-10 18:31,부산광역시 사하구 다대동 850-19,35.05739568 ,128.97300718 ,횡단보도,Y,2025-12-01
17987,2024-12-10 20:07,부산광역시 사하구 감천동 182-25,35.08233876 ,129.00987466 ,보도(인도)위,Y,2025-12-01
17988,2024-12-10 10:37,부산광역시 사하구 괴정동 409-79,35.10038102 ,128.99745751 ,교차로,Y,2025-12-01
17989,2024-12-10 18:35,부산광역시 사하구 괴정동 950-9,35.09849017 ,128.99367454 ,횡단보도,Y,2025-12-01
17990,2024-12-10 19:34,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,보도(인도)위,Y,2025-12-01
17991,2024-12-10 19:24,부산광역시 사하구 당리동 577,35.10849483 ,128.98035195 ,보도(인도)위,Y,2025-12-01
17992,2024-12-10 20:45,부산광역시 사하구 다대동 1552-2,35.04936941 ,128.97001281 ,보도(인도)위,Y,2025-12-01
17993,2024-12-10 19:30,부산광역시 사하구 당리동 577,35.10849483 ,128.98035195 ,보도(인도)위,Y,2025-12-01
17994,2024-12-10 20:35,부산광역시 사하구 신평동 632-1,35.09638888 ,128.95808612 ,보도(인도)위,Y,2025-12-01
17995,2024-12-10 19:26,부산광역시 사하구 당리동 16-6,35.10875018 ,128.98017269 ,보도(인도)위,Y,2025-12-01
17996,2024-12-10 20:44,부산광역시 사하구 당리동 356,35.10397626 ,128.98233251 ,보도(인도)위,Y,2025-12-01
17997,2024-12-10 20:24,부산광역시 사하구 하단동 532,35.10806733 ,128.96803079 ,교차로,Y,2025-12-01
